Game,Set,Card Number,Card Name,Energy,Might,Domain,Card Type,Tags,Ability,Rarity,Artist,Image URL
Riftbound,Origins,OGN-076/298,"Yasuo, Remorseful",6,6,Calm,Champion Unit,"Yasuo, Ionia","When I attack, deal damage equal to my Might to an enemy unit here.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1643a6c93626884c93363557e1a483642bda6c45-744x1039.png
Riftbound,Origins,OGN-076a/298,"Yasuo, Remorseful",6,6,Calm,Champion Unit,"Yasuo, Ionia","When I attack, deal damage equal to my Might to an enemy unit here.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f2cff3ff3b146c8bfe11594e37e9d8109884273-744x1039.png
Riftbound,Origins,OGN-077/298,Zhonya's Hourglass,2,,Calm,Gear,,"[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dc38172c56f838b407fc9f170ba973da32d7cd4d-744x1039.png
Riftbound,Origins,OGN-078/298,"Lee Sin, Ascetic",5,5,Calm,Champion Unit,"Lee Sin, Ionia",[Shield]_ (+1 Might while I'm a defender.)_Exhaust: Buff me. (I get a +1 Might buff.)I can have any number of buffs.,Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c6cc55639ad87cf9c8a74d6b3e5292d0b192c9b8-744x1039.png
Riftbound,Origins,OGN-078a/298,"Lee Sin, Ascetic",5,5,Calm,Champion Unit,"Lee Sin, Ionia",[Shield]_ (+1 Might while I'm a defender.)_Exhaust: Buff me. (I get a +1 Might buff.)I can have any number of buffs.,Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d34a98faacd3f7d32afd6fad99c806f202aa9dad-744x1039.png
Riftbound,Origins,OGN-079/298,"Leona, Zealot",6,6,Calm,Champion Unit,"Leona, Mount Targon","If an opponent's score is within 3 points of the Victory Score, I enter ready.Stunned enemy units here have -8 Might, to a minimum of 1 Might.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3bd1e924bec41b0f733fc8b93dc8918ce5a53ba4-744x1039.png
Riftbound,Origins,OGN-079a/298,"Leona, Zealot",6,6,Calm,Champion Unit,"Leona, Mount Targon","If an opponent's score is within 3 points of the Victory Score, I enter ready.Stunned enemy units here have -8 Might, to a minimum of 1 Might.",Showcase,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/451caa433b1fbe8e9d2b86548b82c3c5f2bac620-744x1039.png
Riftbound,Origins,OGN-080/298,Mystic Reversal,4,,Calm,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Gain control of a spell. You may make new choices for it.",Epic,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/298fe91f9d76086b7d77880e11016ed46389b61b-744x1039.png
Riftbound,Origins,OGN-081/298,Seal of Focus,0,,Calm,Gear,,Exhaust: [Reaction] — [Add] Calm. (Abilities that add resources can't be reacted to.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/288c300c4e4cb10ecfe6c3cbb543d0636b306852-744x1039.png
Riftbound,Origins,OGN-082/298,Whiteflame Protector,8,8,Calm,Unit,"Dragon, Mount Targon","When you play me, give a unit +8 Might this turn.",Epic,Aron Elekes,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5cdd793736f915fa1b4ea388af66de7b2bc00cb-744x1039.png
Riftbound,Origins,OGN-083/298,Consult the Past,4,,Mind,Spell,,"[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Reaction] (Play any time, even before spells and abilities resolve.)Draw 2.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198d950d3933972273ec714e9264cbd563ea6920-744x1039.png
Riftbound,Origins,OGN-084/298,Eager Apprentice,3,3,Mind,Unit,Piltover,"While I'm at a battlefield, the Energy costs for spells you play is reduced by 1 Energy, to a minimum of 1 Energy.",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf6d5447ff3634d8c2c0216cb2e5802fb5ca0b2e-744x1039.png
Riftbound,Origins,OGN-085/298,Falling Comet,5,,Mind,Spell,,[Action] (Play on your turn or in showdowns.)Deal 6 to a unit at a battlefield.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eaaf300a07d5b2927fe9a601d70f2a01b512cc7e-744x1039.png
Riftbound,Origins,OGN-086/298,Jeweled Colossus,5,5,Mind,Unit,Mount Targon,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)[Shield]** **(+1 Might while I'm a defender.)",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/775bea14038165fd9feb15c796ed84aa00a032e1-744x1039.png
Riftbound,Origins,OGN-087/298,Lecturing Yordle,3,2,Mind,Unit,"Yordle, Bandle City","[Tank] (I must be assigned combat damage first.)When you play me, draw 1.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62e22370dac35c18de21efbfce9c86ca821e9105-744x1039.png
Riftbound,Origins,OGN-088/298,Mega-Mech,7,8,Mind,Unit,"Mech, Bandle City",,Common,Valentin Gloaguen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f71db7b62798a2a10a1ab0d293c26ac9dd163c6a-744x1039.png
Riftbound,Origins,OGN-089/298,Mind Rune,,,Mind,Basic Rune,,,Common,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f99aa4874baaebd2e81798c8a3aa01c5900f6d30-744x1039.png
Riftbound,Origins,OGN-089a/298,Mind Rune,,,Mind,Basic Rune,,,Showcase,Fairfoul,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ecf8c8632c728520b51cd4bc79036677e96ebdfd-1488x2078.png
Riftbound,Origins,OGN-090/298,Orb of Regret,1,,Mind,Gear,,"Exhaust: Give a unit -1 Might this turn, to a minimum of 1 Might.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fd883b646d1a3cdb1a03b0c19dc62c92ca552f4f-744x1039.png
Riftbound,Origins,OGN-091/298,Pit Crew,3,3,Mind,Unit,Bandle City,"When you play a gear, ready me.",Common,Chris Kintner,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8023223b55adc44bafe1f8c5f305d3dde6f6d114-744x1039.png
Riftbound,Origins,OGN-092/298,Riptide Rex,6,6,Mind,Unit,"Pirate, Bilgewater","When you play me, deal 6 to an enemy unit at a battlefield.",Common,MAR Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e09bf1fb6d72da31d415ea31ae7413fe7f02d650-744x1039.png
Riftbound,Origins,OGN-093/298,Smoke Screen,2,,Mind,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Give a unit -4 Might this turn, to a minimum of 1 Might.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/06c34457afd09b828ee0b2862ed51eb31004d888-744x1039.png
Riftbound,Origins,OGN-094/298,Sprite Call,3,,Mind,Spell,,"[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)[Action] (Play on your turn or in showdowns.)Play a ready 3 Might Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)",Common,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab3db48dcbb12b01151d3a08c2412020380b7ca5-744x1039.png
Riftbound,Origins,OGN-095/298,Stupefy,1,,Mind,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Give a unit -1 Might this turn, to a minimum of 1 Might. Draw 1.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/837a5976192bbf8bdb4086429802167548ecc119-744x1039.png
Riftbound,Origins,OGN-096/298,Watchful Sentry,2,1,Mind,Unit,Freljord,"[Deathknell] — Draw 1. (When I die, get the effect.)",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d84da2c62b1e218a0a74b227c49ce8a953918ebd-744x1039.png
Riftbound,Origins,OGN-097/298,Blastcone Fae,2,2,Mind,Unit,"Fae, Bandle City","[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When you play me, give a unit -2 Might this turn, to a minimum of 1 Might.",Uncommon,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fac53b2216490c99ad7ce11dc5e663a692d6c104-744x1039.png
Riftbound,Origins,OGN-098/298,Energy Conduit,3,,Mind,Gear,,Exhaust: [Reaction] — [Add] 1 Energy. (Abilities that add resources can't be reacted to.),Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0e0a67e9e9b1d45d12d248df78b4e643b70bdc1-744x1039.png
Riftbound,Origins,OGN-099/298,Garbage Grabber,2,,Mind,Gear,,"Recycle 3 from your trash, 1 Energy, Exhaust: Draw 1.",Uncommon,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/199f21237aeee2582904463a15ec62ce29452c10-744x1039.png
Riftbound,Origins,OGN-100/298,Gemcraft Seer,3,3,Mind,Unit,Mount Targon,"[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)Other friendly units have [Vision].",Uncommon,Bubble Cat Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4b6965bd592a5f602ab932094d677b6c85b2372b-744x1039.png
Riftbound,Origins,OGN-101/298,Mushroom Pouch,2,,Mind,Gear,,"At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.",Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ef5b3125fda91c0d0a02b7e6dfb7d3d5bafa8bd0-744x1039.png
Riftbound,Origins,OGN-102/298,Portal Rescue,3,,Mind,Spell,,"[Action] (Play on your turn or in showdowns.)Banish a friendly unit, then its owner plays it to their base, ignoring its cost.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bafb4c68fa9a3eb71fecd0cdffb9e20b9f68d532-744x1039.png
Riftbound,Origins,OGN-103/298,Ravenbloom Student,2,2,Mind,Unit,Noxus,"When you play a spell, give me +1 Might this turn.",Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b98b1ff793b6eb263957258742cc83d50fda6537-744x1039.png
Riftbound,Origins,OGN-104/298,Retreat,1,,Mind,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/71ecf6c06d3110a81ac0f01c726c06921f479a13-744x1039.png
Riftbound,Origins,OGN-105/298,Singularity,6,,Mind,Spell,,Deal 6 to each of up to two units.,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/792edce1a64d4a92740aa3fa240e21e161513944-744x1039.png
Riftbound,Origins,OGN-106/298,Sprite Mother,4,3,Mind,Unit,Fae,"When you play me, play a ready 3 Might Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65c06528f88de1ac207b382d4830ccfdd08a2d12-744x1039.png
Riftbound,Origins,OGN-107/298,Ava Achiever,5,4,Mind,Unit,Yordle,"When I attack, you may pay Mind to play a card with [Hidden] from your hand here, ignoring its cost.",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/93e91aa99eb09baa68dd95b0013a89d9ffde5240-744x1039.png
Riftbound,Origins,OGN-108/298,Convergent Mutation,2,,Mind,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Choose a friendly unit. If its Might is less than another friendly unit's, its Might becomes the Might of that friendly unit this turn.",Rare,Wild Blue Studios,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/61d414fc67ff52b9082e282e628dd0916afd8454-744x1039.png
Riftbound,Origins,OGN-109/298,"Dr. Mundo, Expert",8,6,Mind,Champion Unit,"Dr. Mundo, Zaun","My Might is increased by the number of cards in your trash.At the start of your Beginning Phase, recycle 3 from your trash.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf51fe8bedf5139e8cc1fc062969949ea7b121f0-744x1039.png
Riftbound,Origins,OGN-110/298,"Ekko, Recurrent",5,5,Mind,Champion Unit,"Ekko, Zaun","[Accelerate] (You may pay 1 EnergyMind as an additional cost to have me enter ready.)[Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65da19325b6def53d33c07bc1aa8f91fd2f1e723-744x1039.png
Riftbound,Origins,OGN-111/298,"Heimerdinger, Inventor",3,3,Mind,Champion Unit,"Yordle, Heimerdinger, Piltover","I have all Exhaust abilities of all friendly legends, units, and gear.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b14a5f9d567c90329c151a8cc72d870b47b1434-744x1039.png
Riftbound,Origins,OGN-112/298,"Kai'Sa, Evolutionary",6,6,Mind,Champion Unit,"Kai'Sa, The Void","[Ganking] (I can move from battlefield to battlefield.)When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc4ee60eaedd5c56a9222fd07482b6a86b11baa4-744x1039.png
Riftbound,Origins,OGN-112a/298,"Kai'Sa, Evolutionary",6,6,Mind,Champion Unit,"Kai'Sa, The Void","[Ganking] (I can move from battlefield to battlefield.)When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c8c9619d4afd081de548b511000f7c4b849ec1e-744x1039.png
Riftbound,Origins,OGN-113/298,"Malzahar, Fanatic",4,3,Mind,Champion Unit,"Malzahar, The Void","Kill a friendly unit or gear, Exhaust: [Action] — [Add] Rune RainbowRune Rainbow. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba1fa3a18b1c2ff132ad536577e53deb49bce1f9-744x1039.png
Riftbound,Origins,OGN-114/298,Progress Day,6,,Mind,Spell,,Draw 4.,Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b15f479a8f29e31b6e4c06cf2d7c8cb8630073ef-744x1039.png
Riftbound,Origins,OGN-115/298,Promising Future,5,,Mind,Spell,,"Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs. (They must still pay Power costs.)",Rare,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ea5e7e50aaecee0b2ee2657d3c829dff0718fba-744x1039.png
Riftbound,Origins,OGN-116/298,Thousand-Tailed Watcher,7,7,Mind,Unit,Ionia,"[Accelerate] (You may pay 1 EnergyMind as an additional cost to have me enter ready.)When you play me, give enemy units -3 Might this turn, to a minimum of 1 Might.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b20e5644c33924a58e0497dd9f7db19723147003-744x1039.png
Riftbound,Origins,OGN-117/298,"Viktor, Innovator",4,3,Mind,Champion Unit,"Viktor, Zaun","When you play a card on an opponent's turn, play a 1 Might Recruit unit token in your base.",Rare,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35be0b10f13611b4f5d828f2a79001036ab57ba1-744x1039.png
Riftbound,Origins,OGN-117a/298,"Viktor, Innovator",4,3,Mind,Champion Unit,"Viktor, Zaun","When you play a card on an opponent's turn, play a 1 Might Recruit unit token in your base.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12dfa6b38edc9b23f216c0a1828474f7506d49c0-744x1039.png
Riftbound,Origins,OGN-118/298,Wraith of Echoes,6,5,Mind,Unit,"Spirit, Shadow Isles","The first time a friendly unit dies each turn, draw 1.",Rare,Michal Ivan,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/10785ab5267ca3ff2dea081d8d18ba47c3858517-744x1039.png
Riftbound,Origins,OGN-119/298,"Ahri, Inquisitive",3,3,Mind,Champion Unit,"Ahri, Ionia","When I attack or defend, give an enemy unit here -2 Might this turn, to a minimum of 1 Might.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cfa28e1abcac1db780d11e82985e13ee5978290d-744x1039.png
Riftbound,Origins,OGN-119a/298,"Ahri, Inquisitive",3,3,Mind,Champion Unit,"Ahri, Ionia","When I attack or defend, give an enemy unit here -2 Might this turn, to a minimum of 1 Might.",Showcase,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7adc5aa8dba66bf918b8140699cb3a74f7b0efb5-744x1039.png
Riftbound,Origins,OGN-120/298,Seal of Insight,0,,Mind,Gear,,Exhaust: [Reaction] — [Add] Mind. (Abilities that add resources can't be reacted to.),Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9ee0dc0221f83d569e0f458374e40f7238f306c2-744x1039.png
Riftbound,Origins,OGN-121/298,"Teemo, Strategist",2,2,Mind,Champion Unit,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When I defend or I'm played from [Hidden], reveal the top 5 cards of your Main Deck. Deal 1 to an enemy unit here for each card with [Hidden], then recycle them.",Epic,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b05f31bf744972983f61a9f5801b4ffd68fb9ebf-744x1039.png
Riftbound,Origins,OGN-121a/298,"Teemo, Strategist",2,2,Mind,Champion Unit,"Yordle, Teemo, Bandle City","[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.)When I defend or I'm played from [Hidden], reveal the top 5 cards of your Main Deck. Deal 1 to an enemy unit here for each card with [Hidden], then recycle them.",Showcase,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0709ab02b75d9acc8f3c4037ec3a4140323150d8-744x1039.png
Riftbound,Origins,OGN-122/298,Time Warp,10,,Mind,Spell,,Take a turn after this one. Banish this.,Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b97bbcf3cf6cb6e5f4baaa1bfbb85dc860eb950b-744x1039.png
Riftbound,Origins,OGN-123/298,Unchecked Power,7,,Mind,Spell,,"Exhaust all friendly units, then deal 12 to ALL units at battlefields.",Epic,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c44cd1f6f41144c770ac79f10e5ae75f0c6d6435-744x1039.png
Riftbound,Origins,OGN-124/298,Arena Bar,3,,Body,Gear,,"Exhaust: Buff an exhausted friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/519306d1d4a36f2d54fe0982268a197a257f5e5d-744x1039.png
Riftbound,Origins,OGN-125/298,Bilgewater Bully,6,6,Body,Unit,Bilgewater,"While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)",Common,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/474f66ffa1ecebd9e0341d644cb82a3b8135eece-744x1039.png
Riftbound,Origins,OGN-126/298,Body Rune,,,Body,Basic Rune,,,Common,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3b3c3c07626d6180457c849047e0228dc0d19539-744x1039.png
Riftbound,Origins,OGN-126a/298,Body Rune,,,Body,Basic Rune,,,Showcase,Fairfoul,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/011081f82cab36f8ec0d6874492512fd7859f59e-1488x2078.png
Riftbound,Origins,OGN-127/298,Cannon Barrage,2,,Body,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Deal 2 to all enemy units in combat.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/07ef531829e5c6084a8d31044ebd783a9266f59e-744x1039.png
Riftbound,Origins,OGN-128/298,Challenge,2,,Body,Spell,,[Action] (Play on your turn or in showdowns.)Choose a friendly unit and an enemy unit. They deal damage equal to their Mights to each other.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5c1aeaee373c481b7ea2a638cd6f9e815ac105d-744x1039.png
Riftbound,Origins,OGN-129/298,Confront,2,,Body,Spell,,[Action] (Play on your turn or in showdowns.)Units you play this turn enter ready. Draw 1.,Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/691a38a7c344fdb5ee86e34d41321d99754286a7-744x1039.png
Riftbound,Origins,OGN-130/298,Crackshot Corsair,3,3,Body,Unit,"Pirate, Bilgewater","When I attack, deal 1 to an enemy unit here.",Common,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9106ab084e02d7a489cb351e98112e5833b0bb11-744x1039.png
Riftbound,Origins,OGN-131/298,Dune Drake,5,5,Body,Unit,"Dragon, Shurima","When I attack, give me +2 Might if there is a ready enemy unit here.",Common,Bubble Cat Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba18bf4a5fa9777a0cb5ae69cc7e6f049bbceaa0-744x1039.png
Riftbound,Origins,OGN-132/298,First Mate,3,3,Body,Unit,"Pirate, Bilgewater","When you play me, ready another unit.",Common,Slawomir Maniak,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/85e2b436ea482d53563cc5fa955f2a867ee6c32f-744x1039.png
Riftbound,Origins,OGN-133/298,Flurry of Blades,1,,Body,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)Deal 1 to all units at battlefields.",Common,Rafael Zanchetin,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c72f872e7e71b55b2074c5be4f2d7a44fa6fafca-744x1039.png
Riftbound,Origins,OGN-134/298,Mobilize,2,,Body,Spell,,"Channel 1 rune exhausted. If you can't, draw 1.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb22153e84ce250192b8e6e75e7f4dc0b66a728c-744x1039.png
Riftbound,Origins,OGN-135/298,Pakaa Cub,3,3,Body,Unit,"Cat, Ixtal",[Hidden] (Hide now for Rune Rainbow to react with later for 0 Energy.),Common,Bubble Cat Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/156a66d7d44165367cc5a470fb35c86f337f9429-744x1039.png
Riftbound,Origins,OGN-136/298,Pit Rookie,2,2,Body,Unit,Bilgewater,"When you play me, buff another friendly unit. (If it doesn't have a buff, it gets a +1 Might buff.)",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec19eeaee85c7e5669387a3f6ccb7718f5a0f570-744x1039.png
Riftbound,Origins,OGN-137/298,Stormclaw Ursine,7,6,Body,Unit,Freljord,"[Tank] (I must be assigned combat damage first.)When you play me, channel 1 rune exhausted.",Common,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/137e5a1faec1c8b26a5a0abc7802f6461cc725c8-744x1039.png
Riftbound,Origins,OGN-138/298,Catalyst of Aeons,4,,Body,Spell,,"Channel 2 runes exhausted. If you couldn't channel 2 runes this way, draw 1.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4753707323ab6f9ac572c097f29f2f76ac62f54f-744x1039.png
Riftbound,Origins,OGN-139/298,Cithria of Cloudfield,2,1,Body,Unit,"Elite, Demacia","When you play another unit, buff me. (If I don't have a buff, I get a +1 Might buff.)",Uncommon,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f0931db65e25e0a8d8351ffb97f8deed5dc0aa9-744x1039.png
Riftbound,Origins,OGN-140/298,Herald of Scales,4,3,Body,Unit,Mount Targon,"Your Dragons' Energy costs are reduced by 2 Energy, to a minimum of 1 Energy.",Uncommon,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/be49bceea1d328769774fb4daac4732861f6e4fd-744x1039.png
Riftbound,Origins,OGN-141/298,Kinkou Monk,4,4,Body,Unit,Ionia,"When you play me, buff two other friendly units. (Each one that doesn't have a buff gets a +1 Might buff.)",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/648b22c6f419ee55723247bbf4c3ac10f0be9ab5-744x1039.png
Riftbound,Origins,OGN-142/298,Mountain Drake,9,10,Body,Unit,Dragon,,Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8a9c1d334b217e9bd0b23dfca2054de4d0b90ff1-744x1039.png
Riftbound,Origins,OGN-143/298,Pirate's Haven,3,,Body,Gear,,"When you ready a friendly unit, give it +1 Might this turn.",Uncommon,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1991b64d58cbd3698574f44b404f7a88d6403134-744x1039.png
Riftbound,Origins,OGN-144/298,Spoils of War,4,,Body,Spell,,"[Reaction] (Play any time, even before spells and abilities resolve.)If an enemy unit has died this turn, this costs 2 Energy less.Draw 2.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b8d59d015d6b8e15822b360447fcb364e14d550f-744x1039.png
Riftbound,Origins,OGN-145/298,Unyielding Spirit,1,,Body,Spell,,"[Reaction]_ (Play any time, even before spells and abilities resolve.)_Prevent all spell and ability damage this turn.",Uncommon,Max Grecke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9afea96ec04ce0c2ee76c4affbf4e6df470e7647-744x1039.png
Riftbound,Origins,OGN-146/298,Wallop,2,,Body,Spell,,"[Action] (Play on your turn or in showdowns.)As you play this, you may spend a buff as an additional cost. If you do, ignore this spell's cost.Ready a unit.",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7bbd2eb8ce224e1872a1c920d7c64d796b2355cd-744x1039.png
Riftbound,Origins,OGN-147/298,Wildclaw Shaman,4,3,Body,Unit,Freljord,"When you play me, you may spend a buff to buff me and ready me. (If I don't have a buff, I get a +1 Might buff.)",Uncommon,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7abc938fee4ba397f52c8ea60d350857a7517b0c-744x1039.png
Riftbound,Origins,OGN-148/298,"Anivia, Primal",7,8,Body,Champion Unit,"Bird, Anivia, Freljord","When I attack, deal 3 to all enemy units here.",Rare,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca1a56035333e31b3a04d67ee9131bb4d533e5db-744x1039.png
